method,alpha,beta,value
legacy-heuristic,0.5599999999999997,0.7099999999999996,13235.620161400766
legacy-heuristic,0.5599999999999997,0.7199999999999996,13240.644086132916
legacy-heuristic,0.5599999999999997,0.7299999999999996,13245.855353836421
legacy-heuristic,0.5599999999999997,0.7399999999999997,13251.252686259368
legacy-heuristic,0.5599999999999997,0.7499999999999997,13256.83458397638
legacy-heuristic,0.5599999999999997,0.7599999999999997,13262.599356256527
legacy-heuristic,0.5599999999999997,0.7699999999999997,13268.545148444287
legacy-heuristic,0.5599999999999997,0.7799999999999997,13274.669967036669
legacy-heuristic,0.5599999999999997,0.7899999999999996,13280.971702438792
legacy-heuristic,0.5599999999999997,0.7999999999999996,13287.448149427275
legacy-heuristic,0.5599999999999997,0.8099999999999996,13294.097025426836
legacy-heuristic,0.5599999999999997,0.8199999999999996,13300.915986663036
legacy-heuristic,0.5599999999999997,0.8299999999999996,13307.902642304423
legacy-heuristic,0.5599999999999997,0.8399999999999996,13315.054566701787
legacy-heuristic,0.5599999999999997,0.8499999999999996,13322.369309848074
legacy-heuristic,0.5599999999999997,0.8599999999999995,13329.844406193359
legacy-heuristic,0.5599999999999997,0.8699999999999996,13337.477381944733
legacy-heuristic,0.5599999999999997,0.8799999999999996,13345.265761012863
legacy-heuristic,0.5599999999999997,0.8899999999999996,13353.207069753455
legacy-heuristic,0.5599999999999997,0.8999999999999996,13361.298840628782
legacy-heuristic,0.5599999999999997,0.9099999999999996,13369.538614945077
legacy-heuristic,0.5599999999999997,0.9199999999999996,13377.923944832872
legacy-heuristic,0.5599999999999997,0.9299999999999996,13386.452394576809
legacy-heuristic,0.5599999999999997,0.9399999999999996,13395.12154145095
legacy-heuristic,0.5599999999999997,0.9499999999999995,13403.928976175413
legacy-heuristic,0.5599999999999997,0.9599999999999995,13412.872303113581
legacy-heuristic,0.5599999999999997,0.9699999999999995,13421.949140318104
legacy-heuristic,0.5599999999999997,0.9799999999999995,13431.157119527008
legacy-heuristic,0.5599999999999997,0.9899999999999995,13440.493886193291
legacy-heuristic,0.5699999999999997,0.1,12883.437250874755
legacy-heuristic,0.5699999999999997,0.11,12897.297242742188
legacy-heuristic,0.5699999999999997,0.12,12910.878101236834
legacy-heuristic,0.5699999999999997,0.13,12924.160545995082
legacy-heuristic,0.5699999999999997,0.13999999999999999,12937.109844272683
legacy-heuristic,0.5699999999999997,0.14999999999999997,12949.684472450168
legacy-heuristic,0.5699999999999997,0.15999999999999998,12961.842082418456
legacy-heuristic,0.5699999999999997,0.16999999999999998,12973.54336095135
legacy-heuristic,0.5699999999999997,0.17999999999999997,12984.75433924278
legacy-heuristic,0.5699999999999997,0.18999999999999995,12995.447611353975
legacy-heuristic,0.5699999999999997,0.19999999999999996,13005.602812701522
legacy-heuristic,0.5699999999999997,0.20999999999999996,13015.206614598676
legacy-heuristic,0.5699999999999997,0.21999999999999995,13024.252415400197
legacy-heuristic,0.5699999999999997,0.22999999999999995,13032.73985168712
legacy-heuristic,0.5699999999999997,0.23999999999999994,13040.67421253428
legacy-heuristic,0.5699999999999997,0.24999999999999992,13048.065810985827
legacy-heuristic,0.5699999999999997,0.2599999999999999,13054.929347757323
legacy-heuristic,0.5699999999999997,0.2699999999999999,13061.283289203911
legacy-heuristic,0.5699999999999997,0.2799999999999999,13067.149273228944
legacy-heuristic,0.5699999999999997,0.2899999999999999,13072.551551097464
legacy-heuristic,0.5699999999999997,0.29999999999999993,13077.516469846643
legacy-heuristic,0.5699999999999997,0.30999999999999994,13082.071997397721
legacy-heuristic,0.5699999999999997,0.3199999999999999,13086.247290735564
legacy-heuristic,0.5699999999999997,0.32999999999999985,13090.072307273063
legacy-heuristic,0.5699999999999997,0.33999999999999986,13093.5774577007
legacy-heuristic,0.5699999999999997,0.34999999999999987,13096.793298911938
legacy-heuristic,0.5699999999999997,0.3599999999999999,13099.750264894963
legacy-heuristic,0.5699999999999997,0.3699999999999999,13102.478433250388
legacy-heuristic,0.5699999999999997,0.3799999999999999,13105.00732484933
legacy-heuristic,0.5699999999999997,0.3899999999999999,13107.365734105619
legacy-heuristic,0.5699999999999997,0.3999999999999998,13109.581587214683
legacy-heuristic,0.5699999999999997,0.4099999999999998,13111.681825835572
legacy-heuristic,0.5699999999999997,0.4199999999999998,13113.69231368558
legacy-heuristic,0.5699999999999997,0.4299999999999998,13115.637763668614
legacy-heuristic,0.5699999999999997,0.43999999999999984,13117.54168332502
legacy-heuristic,0.5699999999999997,0.44999999999999984,13119.426336384222
legacy-heuristic,0.5699999999999997,0.45999999999999985,13121.312718695564
legacy-heuristic,0.5699999999999997,0.46999999999999986,13123.220546479823
legacy-heuristic,0.5699999999999997,0.47999999999999976,13125.168255579943
legacy-heuristic,0.5699999999999997,0.48999999999999977,13127.173010066126
legacy-heuristic,0.5699999999999997,0.4999999999999998,13129.250718991067
legacy-heuristic,0.5699999999999997,0.5099999999999998,13131.41606012845
legacy-heuristic,0.5699999999999997,0.5199999999999998,13133.682509633412
legacy-heuristic,0.5699999999999997,0.5299999999999998,13136.062376760885
legacy-heuristic,0.5699999999999997,0.5399999999999998,13138.566842758053
legacy-heuristic,0.5699999999999997,0.5499999999999998,13141.206003229381
legacy-heuristic,0.5699999999999997,0.5599999999999997,13143.988913349613
legacy-heuristic,0.5699999999999997,0.5699999999999997,13146.92363524638
legacy-heuristic,0.5699999999999997,0.5799999999999997,13150.017287085338
legacy-heuristic,0.5699999999999997,0.5899999999999997,13153.276093344373
legacy-heuristic,0.5699999999999997,0.5999999999999998,13156.705435830136
legacy-heuristic,0.5699999999999997,0.6099999999999998,13160.309905001362
legacy-heuristic,0.5699999999999997,0.6199999999999998,13164.09335127227
legacy-heuristic,0.5699999999999997,0.6299999999999997,13168.058935889956
legacy-heuristic,0.5699999999999997,0.6399999999999997,13172.209181109705
legacy-heuristic,0.5699999999999997,0.6499999999999997,13176.5460195086
legacy-heuristic,0.5699999999999997,0.6599999999999997,13181.070841778823
legacy-heuristic,0.5699999999999997,0.6699999999999997,13185.784543281827
legacy-heuristic,0.5699999999999997,0.6799999999999997,13190.687568820373
legacy-heuristic,0.5699999999999997,0.6899999999999997,13195.779955546283
legacy-heuristic,0.5699999999999997,0.6999999999999996,13201.061373919
legacy-heuristic,0.5699999999999997,0.7099999999999996,13206.53116640827
legacy-heuristic,0.5699999999999997,0.7199999999999996,13212.18838415255
legacy-heuristic,0.5699999999999997,0.7299999999999996,13218.031821116641
legacy-heuristic,0.5699999999999997,0.7399999999999997,13224.0600460682
legacy-heuristic,0.5699999999999997,0.7499999999999997,13230.271432089232
legacy-heuristic,0.5699999999999997,0.7599999999999997,13236.664183751744
legacy-heuristic,0.5699999999999997,0.7699999999999997,13243.236361965623
legacy-heuristic,0.5699999999999997,0.7799999999999997,13249.985906501335
legacy-heuristic,0.5699999999999997,0.7899999999999996,13256.910656290076
legacy-heuristic,0.5699999999999997,0.7999999999999996,13264.008367548478
legacy-heuristic,0.5699999999999997,0.8099999999999996,13271.276729878555
legacy-heuristic,0.5699999999999997,0.8199999999999996,13278.713380369809
legacy-heuristic,0.5699999999999997,0.8299999999999996,13286.315915866686
legacy-heuristic,0.5699999999999997,0.8399999999999996,13294.081903589917
legacy-heuristic,0.5699999999999997,0.8499999999999996,13302.008890110354
legacy-heuristic,0.5699999999999997,0.8599999999999995,13310.094408947873
legacy-heuristic,0.5699999999999997,0.8699999999999996,13318.335986846481
legacy-heuristic,0.5699999999999997,0.8799999999999996,13326.731148954928
legacy-heuristic,0.5699999999999997,0.8899999999999996,13335.277422974448
legacy-heuristic,0.5699999999999997,0.8999999999999996,13343.972342484016
legacy-heuristic,0.5699999999999997,0.9099999999999996,13352.81344953592
legacy-heuristic,0.5699999999999997,0.9199999999999996,13361.798296680576
legacy-heuristic,0.5699999999999997,0.9299999999999996,13370.924448516893
legacy-heuristic,0.5699999999999997,0.9399999999999996,13380.189482961308
legacy-heuristic,0.5699999999999997,0.9499999999999995,13389.590992201773
legacy-heuristic,0.5699999999999997,0.9599999999999995,13399.126583590034
legacy-heuristic,0.5699999999999997,0.9699999999999995,13408.793880460677
legacy-heuristic,0.5699999999999997,0.9799999999999995,13418.590522908815
legacy-heuristic,0.5699999999999997,0.9899999999999995,13428.514168917009
legacy-heuristic,0.5799999999999997,0.1,12836.818648610062
legacy-heuristic,0.5799999999999997,0.11,12850.630738585887
legacy-heuristic,0.5799999999999997,0.12,12864.153263383598
legacy-heuristic,0.5799999999999997,0.13,12877.368007997327
legacy-heuristic,0.5799999999999997,0.13999999999999999,12890.242226696037
legacy-heuristic,0.5799999999999997,0.14999999999999997,12902.736974739671
legacy-heuristic,0.5799999999999997,0.15999999999999998,12914.812818108965
legacy-heuristic,0.5799999999999997,0.16999999999999998,12926.433501613432
legacy-heuristic,0.5799999999999997,0.17999999999999997,12937.568120619426
legacy-heuristic,0.5799999999999997,0.18999999999999995,12948.192242974661
legacy-heuristic,0.5799999999999997,0.19999999999999996,12958.288321798549
legacy-heuristic,0.5799999999999997,0.20999999999999996,12967.845646606078
legacy-heuristic,0.5799999999999997,0.21999999999999995,12976.860007012614
legacy-heuristic,0.5799999999999997,0.22999999999999995,12985.33318796528
legacy-heuristic,0.5799999999999997,0.23999999999999994,12993.272376217748
legacy-heuristic,0.5799999999999997,0.24999999999999992,13000.689530037129
legacy-heuristic,0.5799999999999997,0.2599999999999999,13007.600745650301
legacy-heuristic,0.5799999999999997,0.2699999999999999,13014.025641374308
legacy-heuristic,0.5799999999999997,0.2799999999999999,13019.986772459153
legacy-heuristic,0.5799999999999997,0.2899999999999999,13025.509083777048
legacy-heuristic,0.5799999999999997,0.29999999999999993,13030.61940482367
legacy-heuristic,0.5799999999999997,0.30999999999999994,13035.3459885032
legacy-heuristic,0.5799999999999997,0.3199999999999999,13039.718093878686
legacy-heuristic,0.5799999999999997,0.32999999999999985,13043.765612660298
legacy-heuristic,0.5799999999999997,0.33999999999999986,13047.518737123664
legacy-heuristic,0.5799999999999997,0.34999999999999987,13051.007668303972
legacy-heuristic,0.5799999999999997,0.3599999999999999,13054.262361749206
legacy-heuristic,0.5799999999999997,0.3699999999999999,13057.312308485376
legacy-heuristic,0.5799999999999997,0.3799999999999999,13060.186348537989
legacy-heuristic,0.5799999999999997,0.3899999999999999,13062.912514403826
legacy-heuristic,0.5799999999999997,0.3999999999999998,13065.5179017138
legacy-heuristic,0.5799999999999997,0.4099999999999998,13068.028564605669
legacy-heuristic,0.5799999999999997,0.4199999999999998,13070.469433177956
legacy-heuristic,0.5799999999999997,0.4299999999999998,13072.8642507265
legacy-heuristic,0.5799999999999997,0.43999999999999984,13075.235528518177
legacy-heuristic,0.5799999999999997,0.44999999999999984,13077.604515964702
legacy-heuristic,0.5799999999999997,0.45999999999999985,13079.991184463594
legacy-heuristic,0.5799999999999997,0.46999999999999986,13082.414222908938
legacy-heuristic,0.5799999999999997,0.47999999999999976,13084.891043584028
legacy-heuristic,0.5799999999999997,0.48999999999999977,13087.437796828612
legacy-heuristic,0.5799999999999997,0.4999999999999998,13090.069393305343
legacy-heuristic,0.5799999999999997,0.5099999999999998,13092.799532698304
legacy-heuristic,0.5799999999999997,0.5199999999999998,13095.640737893837
legacy-heuristic,0.5799999999999997,0.5299999999999998,13098.604393632564
legacy-heuristic,0.5799999999999997,0.5399999999999998,13101.700788945582
legacy-heuristic,0.5799999999999997,0.5499999999999998,13104.939162590843
legacy-heuristic,0.5799999999999997,0.5599999999999997,13108.32775075286
legacy-heuristic,0.5799999999999997,0.5699999999999997,13111.87383675926
legacy-heuristic,0.5799999999999997,0.5799999999999997,13115.583801709248
legacy-heuristic,0.5799999999999997,0.5899999999999997,13119.463176107758
legacy-heuristic,0.5799999999999997,0.5999999999999998,13123.516691706396
legacy-heuristic,0.5799999999999997,0.6099999999999998,13127.748333378295
legacy-heuristic,0.5799999999999997,0.6199999999999998,13132.161390358524
legacy-heuristic,0.5799999999999997,0.6299999999999997,13136.758506961667
legacy-heuristic,0.5799999999999997,0.6399999999999997,13141.541732057203
legacy-heuristic,0.5799999999999997,0.6499999999999997,13146.512567336851
legacy-heuristic,0.5799999999999997,0.6599999999999997,13151.672013997208
legacy-heuristic,0.5799999999999997,0.6699999999999997,13157.020617643386
legacy-heuristic,0.5799999999999997,0.6799999999999997,13162.558511381503
legacy-heuristic,0.5799999999999997,0.6899999999999997,13168.285456702808
legacy-heuristic,0.5799999999999997,0.6999999999999996,13174.200882290903
legacy-heuristic,0.5799999999999997,0.7099999999999996,13180.30392053712
legacy-heuristic,0.5799999999999997,0.7199999999999996,13186.593441729161
legacy-heuristic,0.5799999999999997,0.7299999999999996,13193.068085858487
legacy-heuristic,0.5799999999999997,0.7399999999999997,13199.726292095187
legacy-heuristic,0.5799999999999997,0.7499999999999997,13206.56632585891
legacy-heuristic,0.5799999999999997,0.7599999999999997,13213.586303580934
legacy-heuristic,0.5799999999999997,0.7699999999999997,13220.784215207072
legacy-heuristic,0.5799999999999997,0.7799999999999997,13228.157944468729
legacy-heuristic,0.5799999999999997,0.7899999999999996,13235.705287034441
legacy-heuristic,0.5799999999999997,0.7999999999999996,13243.423966683604
legacy-heuristic,0.5799999999999997,0.8099999999999996,13251.311649554105
legacy-heuristic,0.5799999999999997,0.8199999999999996,13259.365956597418
legacy-heuristic,0.5799999999999997,0.8299999999999996,13267.584474427098
legacy-heuristic,0.5799999999999997,0.8399999999999996,13275.964764645967
legacy-heuristic,0.5799999999999997,0.8499999999999996,13284.504371789842
legacy-heuristic,0.5799999999999997,0.8599999999999995,13293.200830073989
legacy-heuristic,0.5799999999999997,0.8699999999999996,13302.05166905234
legacy-heuristic,0.5799999999999997,0.8799999999999996,13311.054418347314
legacy-heuristic,0.5799999999999997,0.8899999999999996,13320.206611535335
legacy-heuristic,0.5799999999999997,0.8999999999999996,13329.505789456016
legacy-heuristic,0.5799999999999997,0.9099999999999996,13338.949502889167
legacy-heuristic,0.5799999999999997,0.9199999999999996,13348.535314831244
legacy-heuristic,0.5799999999999997,0.9299999999999996,13358.260802475914
legacy-heuristic,0.5799999999999997,0.9399999999999996,13368.123558947016
legacy-heuristic,0.5799999999999997,0.9499999999999995,13378.121194927375
legacy-heuristic,0.5799999999999997,0.9599999999999995,13388.25134019426
legacy-heuristic,0.5799999999999997,0.9699999999999995,13398.511645214696
legacy-heuristic,0.5799999999999997,0.9799999999999995,13408.89978276328
legacy-heuristic,0.5799999999999997,0.9899999999999995,13419.413449681451
legacy-heuristic,0.5899999999999997,0.1,12791.98026122346
legacy-heuristic,0.5899999999999997,0.11,12805.760432846171
legacy-heuristic,0.5899999999999997,0.12,12819.242288651001
legacy-heuristic,0.5899999999999997,0.13,12832.408745463816
legacy-heuristic,0.5899999999999997,0.13999999999999999,12845.229045809803
legacy-heuristic,0.5899999999999997,0.14999999999999997,12857.6667738936
legacy-heuristic,0.5899999999999997,0.15999999999999998,12869.68532091981
legacy-heuristic,0.5899999999999997,0.16999999999999998,12881.251371983863
legacy-heuristic,0.5899999999999997,0.17999999999999997,12892.33694793694
legacy-heuristic,0.5899999999999997,0.18999999999999995,12902.920437097348
legacy-heuristic,0.5899999999999997,0.19999999999999996,12912.986947147183
legacy-heuristic,0.5899999999999997,0.20999999999999996,12922.528216784138
legacy-heuristic,0.5899999999999997,0.21999999999999995,12931.542255064087
legacy-heuristic,0.5899999999999997,0.22999999999999995,12940.03282336031
legacy-heuristic,0.5899999999999997,0.23999999999999994,12948.008836218625
legacy-heuristic,0.5899999999999997,0.24999999999999992,12955.483731277322
legacy-heuristic,0.5899999999999997,0.2599999999999999,12962.474840043922
legacy-heuristic,0.5899999999999997,0.2699999999999999,12969.002779644085
legacy-heuristic,0.5899999999999997,0.2799999999999999,12975.090877748626
legacy-heuristic,0.5899999999999997,0.2899999999999999,12980.764637115532
legacy-heuristic,0.5899999999999997,0.29999999999999993,12986.05124386555
legacy-heuristic,0.5899999999999997,0.30999999999999994,12990.979120427954
legacy-heuristic,0.5899999999999997,0.3199999999999999,12995.577523460324
legacy-heuristic,0.5899999999999997,0.32999999999999985,12999.876185111068
legacy-heuristic,0.5899999999999997,0.33999999999999986,13003.904996481748
legacy-heuristic,0.5899999999999997,0.34999999999999987,13007.693730714765
legacy-heuristic,0.5899999999999997,0.3599999999999999,13011.271803426398
legacy-heuristic,0.5899999999999997,0.3699999999999999,13014.66806782362
legacy-heuristic,0.5899999999999997,0.3799999999999999,13017.910641723416
legacy-heuristic,0.5899999999999997,0.3899999999999999,13021.026763764366
legacy-heuristic,0.5899999999999997,0.3999999999999998,13024.04267612786
legacy-heuristic,0.5899999999999997,0.4099999999999998,13026.983531073518
legacy-heuristic,0.5899999999999997,0.4199999999999998,13029.873318845566
legacy-heuristic,0.5899999999999997,0.4299999999999998,13032.734814532581
legacy-heuristic,0.5899999999999997,0.43999999999999984,13035.589541725481
legacy-heuristic,0.5899999999999997,0.44999999999999984,13038.457750854841
legacy-heuristic,0.5899999999999997,0.45999999999999985,13041.358410429824
legacy-heuristic,0.5899999999999997,0.46999999999999986,13044.309209461488
legacy-heuristic,0.5899999999999997,0.47999999999999976,13047.326569437231
legacy-heuristic,0.5899999999999997,0.48999999999999977,13050.425664595228
legacy-heuristic,0.5899999999999997,0.4999999999999998,13053.620449290018
legacy-heuristic,0.5899999999999997,0.5099999999999998,13056.923691109983
legacy-heuristic,0.5899999999999997,0.5199999999999998,13060.34700904887
legacy-heuristic,0.5899999999999997,0.5299999999999998,13063.900915664453
legacy-heuristic,0.5899999999999997,0.5399999999999998,13067.594862474829
legacy-heuristic,0.5899999999999997,0.5499999999999998,13071.437287938132
legacy-heuristic,0.5899999999999997,0.5599999999999997,13075.435667265425
legacy-heuristic,0.5899999999999997,0.5699999999999997,13079.596563645859
legacy-heuristic,0.5899999999999997,0.5799999999999997,13083.925680174829
legacy-heuristic,0.5899999999999997,0.5899999999999997,13088.427912245272
legacy-heuristic,0.5899999999999997,0.5999999999999998,13093.107399792307
legacy-heuristic,0.5899999999999997,0.6099999999999998,13097.967579065293
legacy-heuristic,0.5899999999999997,0.6199999999999998,13103.011233674235
legacy-heuristic,0.5899999999999997,0.6299999999999997,13108.240544468414
legacy-heuristic,0.5899999999999997,0.6399999999999997,13113.657138151337
legacy-heuristic,0.5899999999999997,0.6499999999999997,13119.262134144965
legacy-heuristic,0.5899999999999997,0.6599999999999997,13125.056189867408
legacy-heuristic,0.5899999999999997,0.6699999999999997,13131.039543835486
legacy-heuristic,0.5899999999999997,0.6799999999999997,13137.212056812232
legacy-heuristic,0.5899999999999997,0.6899999999999997,13143.573250674457
legacy-heuristic,0.5899999999999997,0.6999999999999996,13150.122345028496
legacy-heuristic,0.5899999999999997,0.7099999999999996,13156.858291439472
legacy-heuristic,0.5899999999999997,0.7199999999999996,13163.779805298991
legacy-heuristic,0.5899999999999997,0.7299999999999996,13170.885395372785
legacy-heuristic,0.5899999999999997,0.7399999999999997,13178.173390898959
legacy-heuristic,0.5899999999999997,0.7499999999999997,13185.641966467092
legacy-heuristic,0.5899999999999997,0.7599999999999997,13193.289164575934
legacy-heuristic,0.5899999999999997,0.7699999999999997,13201.112916060432
legacy-heuristic,0.5899999999999997,0.7799999999999997,13209.11105843451
legacy-heuristic,0.5899999999999997,0.7899999999999996,13217.281352221913
legacy-heuristic,0.5899999999999997,0.7999999999999996,13225.621495493302
legacy-heuristic,0.5899999999999997,0.8099999999999996,13234.12913665638
legacy-heuristic,0.5899999999999997,0.8199999999999996,13242.80188560726
legacy-heuristic,0.5899999999999997,0.8299999999999996,13251.637323485786
legacy-heuristic,0.5899999999999997,0.8399999999999996,13260.633011094906
legacy-heuristic,0.5899999999999997,0.8499999999999996,13269.786496132867
legacy-heuristic,0.5899999999999997,0.8599999999999995,13279.095319413258
legacy-heuristic,0.5899999999999997,0.8699999999999996,13288.557020163009
legacy-heuristic,0.5899999999999997,0.8799999999999996,13298.16914057777
legacy-heuristic,0.5899999999999997,0.8899999999999996,13307.929229713482
legacy-heuristic,0.5899999999999997,0.8999999999999996,13317.834846875066
legacy-heuristic,0.5899999999999997,0.9099999999999996,13327.883564563466
legacy-heuristic,0.5899999999999997,0.9199999999999996,13338.072971140213
legacy-heuristic,0.5899999999999997,0.9299999999999996,13348.400673251821
legacy-heuristic,0.5899999999999997,0.9399999999999996,13358.864298092612
legacy-heuristic,0.5899999999999997,0.9499999999999995,13369.461495626618
legacy-heuristic,0.5899999999999997,0.9599999999999995,13380.189940762551
legacy-heuristic,0.5899999999999997,0.9699999999999995,13391.047335572512
legacy-heuristic,0.5899999999999997,0.9799999999999995,13402.031411582213
legacy-heuristic,0.5899999999999997,0.9899999999999995,13413.139932142354
legacy-heuristic,0.5999999999999998,0.1,12748.894498332693
legacy-heuristic,0.5999999999999998,0.11,12762.659095076137
legacy-heuristic,0.5999999999999998,0.12,12776.118204537059
legacy-heuristic,0.5999999999999998,0.13,12789.25592507567
legacy-heuristic,0.5999999999999998,0.13999999999999999,12802.0434764366
legacy-heuristic,0.5999999999999998,0.14999999999999997,12814.446913439535
legacy-heuristic,0.5999999999999998,0.15999999999999998,12826.432358525495
legacy-heuristic,0.5999999999999998,0.16999999999999998,12837.969316945448
legacy-heuristic,0.5999999999999998,0.17999999999999997,12849.032596356257
legacy-heuristic,0.5999999999999998,0.18999999999999995,12859.603254166812
legacy-heuristic,0.5999999999999998,0.19999999999999996,12869.668893217417
legacy-heuristic,0.5999999999999998,0.20999999999999996,12879.22353756174
legacy-heuristic,0.5999999999999998,0.21999999999999995,12888.267250525229
legacy-heuristic,0.5999999999999998,0.22999999999999995,12896.805605709325
legacy-heuristic,0.5999999999999998,0.23999999999999994,12904.849084399659
legacy-heuristic,0.5999999999999998,0.24999999999999992,12912.412447381354
legacy-heuristic,0.5999999999999998,0.2599999999999999,12919.514111586841
legacy-heuristic,0.5999999999999998,0.2699999999999999,12926.17555075573
legacy-heuristic,0.5999999999999998,0.2799999999999999,12932.420731211772
legacy-heuristic,0.5999999999999998,0.2899999999999999,12938.275589358274
legacy-heuristic,0.5999999999999998,0.29999999999999993,12943.767553659805
legacy-heuristic,0.5999999999999998,0.30999999999999994,12948.925112313274
legacy-heuristic,0.5999999999999998,0.3199999999999999,12953.777426134255
legacy-heuristic,0.5999999999999998,0.32999999999999985,12958.353985199754
legacy-heuristic,0.5999999999999998,0.33999999999999986,12962.684307371364
legacy-heuristic,0.5999999999999998,0.34999999999999987,12966.797676272716
legacy-heuristic,0.5999999999999998,0.3599999999999999,12970.722916098148
legacy-heuristic,0.5999999999999998,0.3699999999999999,12974.488200505972
legacy-heuristic,0.5999999999999998,0.3799999999999999,12978.120892742534
legacy-heuristic,0.5999999999999998,0.3899999999999999,12981.647414183957
legacy-heuristic,0.5999999999999998,0.3999999999999998,12985.093138635337
legacy-heuristic,0.5999999999999998,0.4099999999999998,12988.482309607758
legacy-heuristic,0.5999999999999998,0.4199999999999998,12991.837978135103
legacy-heuristic,0.5999999999999998,0.4299999999999998,12995.181958868014
legacy-heuristic,0.5999999999999998,0.43999999999999984,12998.534802001766
legacy-heuristic,0.5999999999999998,0.44999999999999984,13001.915779496192
legacy-heuristic,0.5999999999999998,0.45999999999999985,13005.342883116404
legacy-heuristic,0.5999999999999998,0.46999999999999986,13008.832833241195
legacy-heuristic,0.5999999999999998,0.47999999999999976,13012.401096560543
legacy-heuristic,0.5999999999999998,0.48999999999999977,13016.061911463723
legacy-heuristic,0.5999999999999998,0.4999999999999998,13019.828319871209
legacy-heuristic,0.5999999999999998,0.5099999999999998,13023.712204426436
legacy-heuristic,0.5999999999999998,0.5199999999999998,13027.724330101768
legacy-heuristic,0.5999999999999998,0.5299999999999998,13031.87438932671
legacy-heuristic,0.5999999999999998,0.5399999999999998,13036.17104990583
legacy-heuristic,0.5999999999999998,0.5499999999999998,13040.622004955532
legacy-heuristic,0.5999999999999998,0.5599999999999997,13045.234024381343
legacy-heuristic,0.5999999999999998,0.5699999999999997,13050.013007148265
legacy-heuristic,0.5999999999999998,0.5799999999999997,13054.964034019804
legacy-heuristic,0.5999999999999998,0.5899999999999997,13060.091420215496
legacy-heuristic,0.5999999999999998,0.5999999999999998,13065.398767643459
legacy-heuristic,0.5999999999999998,0.6099999999999998,13070.889016306857
legacy-heuristic,0.5999999999999998,0.6199999999999998,13076.564494610722
legacy-heuristic,0.5999999999999998,0.6299999999999997,13082.426968278027
legacy-heuristic,0.5999999999999998,0.6399999999999997,13088.477687636972
legacy-heuristic,0.5999999999999998,0.6499999999999997,13094.717433088334
legacy-heuristic,0.5999999999999998,0.6599999999999997,13101.146558565551
legacy-heuristic,0.5999999999999998,0.6699999999999997,13107.765032882708
legacy-heuristic,0.5999999999999998,0.6799999999999997,13114.572478824828
legacy-heuristic,0.5999999999999998,0.6899999999999997,13121.568209963601
legacy-heuristic,0.5999999999999998,0.6999999999999996,13128.751265048648
legacy-heuristic,0.5999999999999998,0.7099999999999996,13136.120440132801
legacy-heuristic,0.5999999999999998,0.7199999999999996,13143.674318219597
legacy-heuristic,0.5999999999999998,0.7299999999999996,13151.411296576793
legacy-heuristic,0.5999999999999998,0.7399999999999997,13159.329611900934
legacy-heuristic,0.5999999999999998,0.7499999999999997,13167.427362941096
legacy-heuristic,0.5999999999999998,0.7599999999999997,13175.702531404026
legacy-heuristic,0.5999999999999998,0.7699999999999997,13184.153000368296
legacy-heuristic,0.5999999999999998,0.7799999999999997,13192.776571103765
legacy-heuristic,0.5999999999999998,0.7899999999999996,13201.5709778765
legacy-heuristic,0.5999999999999998,0.7999999999999996,13210.533901153654
legacy-heuristic,0.5999999999999998,0.8099999999999996,13219.662979238554
legacy-heuristic,0.5999999999999998,0.8199999999999996,13228.955818446306
legacy-heuristic,0.5999999999999998,0.8299999999999996,13238.410002080594
legacy-heuristic,0.5999999999999998,0.8399999999999996,13248.023098170828
legacy-heuristic,0.5999999999999998,0.8499999999999996,13257.79266630856
legacy-heuristic,0.5999999999999998,0.8599999999999995,13267.716263517128
legacy-heuristic,0.5999999999999998,0.8699999999999996,13277.791449430542
legacy-heuristic,0.5999999999999998,0.8799999999999996,13288.015790816942
legacy-heuristic,0.5999999999999998,0.8899999999999996,13298.386865608813
legacy-heuristic,0.5999999999999998,0.8999999999999996,13308.902266464123
legacy-heuristic,0.5999999999999998,0.9099999999999996,13319.559604088616
legacy-heuristic,0.5999999999999998,0.9199999999999996,13330.356510213516
legacy-heuristic,0.5999999999999998,0.9299999999999996,13341.290640517893
legacy-heuristic,0.5999999999999998,0.9399999999999996,13352.359677287384
legacy-heuristic,0.5999999999999998,0.9499999999999995,13363.5613322618
legacy-heuristic,0.5999999999999998,0.9599999999999995,13374.893349183398
legacy-heuristic,0.5999999999999998,0.9699999999999995,13386.353506577218
legacy-heuristic,0.5999999999999998,0.9799999999999995,13397.939620470623
legacy-heuristic,0.5999999999999998,0.9899999999999995,13409.649547215631
legacy-heuristic,0.6099999999999998,0.1,12707.534543734946
legacy-heuristic,0.6099999999999998,0.11,12721.300176416145
legacy-heuristic,0.6099999999999998,0.12,12734.754630026315
legacy-heuristic,0.6099999999999998,0.13,12747.883219472791
legacy-heuristic,0.6099999999999998,0.13999999999999999,12760.659120182749
legacy-heuristic,0.6099999999999998,0.14999999999999997,12773.050792407868
legacy-heuristic,0.6099999999999998,0.15999999999999998,12785.026992035217
legacy-heuristic,0.6099999999999998,0.16999999999999998,12796.559923114892
legacy-heuristic,0.6099999999999998,0.17999999999999997,12807.627042300333
legacy-heuristic,0.6099999999999998,0.18999999999999995,12818.211927535744
legacy-heuristic,0.6099999999999998,0.19999999999999996,12828.304521763868
legacy-heuristic,0.6099999999999998,0.20999999999999996,12837.90097634119
legacy-heuristic,0.6099999999999998,0.21999999999999995,12847.003250563344
